tick,aware_users,detectors,evidence_users,gossip_bytes_this_tick,proofs_ok,proofs_inconsistent,proofs_withhold,proofs_timeout,crosscut_deliveries,crosscut_dropped,messages_this_tick,latest_users
0,0,0,0,0,0,0,0,0,0,0,988,12000
1,0,0,0,0,0,0,0,0,0,0,919,12000
2,0,0,0,0,0,0,0,0,0,0,944,12000
3,0,0,0,0,0,0,0,0,0,0,805,12000
4,0,0,0,896,0,0,0,0,0,0,917,12000
5,0,0,0,0,0,0,0,0,0,0,799,12000
6,0,0,0,0,0,0,0,0,0,0,982,12000
7,0,0,0,0,0,0,0,0,0,0,807,12000
8,0,0,0,0,0,0,0,0,0,0,769,12000
9,0,0,0,0,0,0,0,0,0,0,752,12000
10,0,0,0,896,0,0,0,0,0,0,719,12000
11,0,0,0,0,0,0,0,0,0,0,755,12000
12,0,0,0,0,0,0,0,0,0,0,765,0
13,0,0,0,0,0,0,0,0,0,0,661,0
14,0,0,0,0,0,0,0,0,0,0,808,0
15,0,0,0,0,0,0,0,0,0,0,788,0
16,0,0,0,0,0,0,0,0,0,0,708,0
17,0,0,0,0,0,0,0,0,0,0,694,0
18,0,0,0,0,0,0,0,0,0,0,734,0
19,0,0,0,0,0,0,0,0,0,0,720,0
20,0,0,0,0,0,0,0,0,0,0,591,0
21,0,0,0,0,0,0,0,0,0,0,605,0
22,0,0,0,0,0,0,0,0,0,0,740,0
23,0,0,0,896,0,0,0,0,0,0,660,2
24,0,0,0,896,0,0,0,0,0,0,824,2
25,0,0,0,896,0,0,0,0,0,0,707,4
26,0,0,0,0,0,0,0,0,0,0,621,4
27,0,0,0,0,0,0,0,0,0,0,625,4
28,0,0,0,0,0,0,0,0,0,0,727,4
29,0,0,0,0,0,0,0,0,0,0,691,4
30,0,0,0,0,0,0,0,0,0,0,619,4
31,0,0,0,0,0,0,0,0,0,0,704,4
32,0,0,0,0,0,0,0,0,0,0,697,4
33,0,0,0,0,0,0,0,0,0,0,717,4
34,0,0,0,896,0,0,0,0,0,0,724,6
35,0,0,0,896,0,0,0,0,0,0,722,8
36,0,0,0,896,0,0,0,0,0,0,767,2
37,0,0,0,0,0,0,0,0,0,0,764,2
38,0,0,0,0,0,0,0,0,0,0,806,2
39,0,0,0,0,0,0,0,0,0,0,852,2
40,0,0,0,0,0,0,0,0,0,0,1019,2
41,0,0,0,0,0,0,0,0,0,0,889,2
42,0,0,0,896,0,0,0,0,0,0,854,4
43,0,0,0,0,0,0,0,0,0,0,846,4
44,0,0,0,0,0,0,0,0,0,0,901,4
45,0,0,0,0,0,0,0,0,0,0,1123,4
46,0,0,0,0,0,0,0,0,0,0,974,4
47,0,0,0,0,0,0,0,0,0,0,1062,4
48,0,0,0,0,0,0,0,0,0,0,870,0
49,0,0,0,0,0,0,0,0,0,0,1030,0
50,0,0,0,0,0,0,0,0,0,0,1039,0
51,0,0,0,0,0,0,0,0,0,0,1060,0
52,0,0,0,0,0,0,0,0,0,0,1020,0
53,0,0,0,896,0,0,0,0,0,0,1157,2
54,0,0,0,0,0,0,0,0,0,0,1056,2
55,0,0,0,0,0,0,0,0,0,0,1240,2
56,0,0,0,7168,0,0,0,0,0,0,1300,10
57,0,0,0,0,0,0,0,0,0,0,1363,10
58,0,0,0,0,0,0,0,0,0,0,1300,10
59,0,0,0,0,0,0,0,0,0,0,1456,10
60,0,0,0,896,0,0,0,0,0,0,1464,2
61,0,0,0,0,0,0,0,0,0,0,1557,2
62,0,0,0,0,0,0,0,0,0,0,1397,2
63,0,0,0,0,0,0,0,0,0,0,1567,2
64,0,0,0,896,0,0,0,0,0,0,1502,4
65,0,0,0,896,0,0,0,0,0,0,1673,6
66,0,0,0,0,0,0,0,0,0,0,1305,6
67,0,0,0,896,0,0,0,0,0,0,1554,8
68,0,0,0,0,0,0,0,0,0,0,1566,8
69,0,0,0,0,0,0,0,0,0,0,1678,8
70,0,0,0,0,0,0,0,0,0,0,1820,8
71,0,0,0,0,0,0,0,0,0,0,1977,8
